Date/Time (PST),T_0.4m (K),T_2m (K),u_0.4m (m s-1),u_2m (m s-1),Rn (W m-2),u'w' (m2 s-2),w'T' (K m s-1),w'rho_v' (g m-2 s-1),w'rho_CO2' (micromol m-2 s-1),w'rho_CH4' (microåmol m-2 s-1),Pa (hPa),PPFD (micromol m-2 s-1),rv
2016-08-12 13:00:00,302.27,299.31,1.71,2.61,612.25,-0.0972,0.1789,0.079,-3.0455,0.0909,101.79499816894533,101.79499816894533,0.016808992000000002
2016-08-12 13:30:00,302.65,299.89,1.48,2.07,577.46,-0.0532,0.141,0.0721,-0.9785,0.0687,101.77999877929688,101.77999877929688,0.016595987
2016-08-12 14:00:00,303.3,300.61,1.11,1.83,526.07,-0.0681,0.1397,0.0773,-1.4505,0.08,101.75,101.75,0.016273743
2016-08-12 14:30:00,302.51,300.37,1.45,2.35,415.12,-0.0864,0.1073,0.0658,-2.541,0.0584,101.72000122070312,101.72000122070312,0.0169393
2016-08-12 15:00:00,303.2,300.67,1.64,2.48,476.65,-0.0818,0.1252,0.0675,-2.1318,0.0791,101.6999969482422,101.6999969482422,0.016649492
2016-08-12 15:30:00,304.87,300.68,1.3,1.85,418.65,-0.0463,0.1084,0.0484,-1.1338,0.0606,101.68000030517578,101.68000030517578,0.016572725
2016-08-12 16:00:00,303.57,301.0,1.04,1.85,293.66,-0.0703,0.0815,0.0517,-1.697,0.0751,101.6500015258789,101.6500015258789,0.016472584000000002
2016-08-12 16:30:00,303.31,301.34,1.52,2.33,328.39,-0.0719,0.0928,0.0527,-1.6529,0.0623,101.62000274658205,101.62000274658205,0.016186106
2016-08-12 17:00:00,303.14,301.05,1.42,2.25,227.0,-0.0712,0.0697,0.0443,-0.5309,0.0613,101.58999633789062,101.58999633789062,0.016646072
2016-08-12 17:30:00,303.36,301.07,0.93,1.67,142.19,-0.0558,0.0475,0.0413,-0.5005,0.0733,101.55999755859376,101.55999755859376,0.016594522
2016-08-12 18:00:00,301.99,300.72,0.97,1.48,75.14,-0.0295,0.0258,0.0214,-0.1681,0.0523,101.53500366210938,101.53500366210938,0.017016018
2016-08-12 18:30:00,300.0,300.0,1.01,1.67,14.03,-0.0355,0.0084,0.0164,0.5794,0.0523,101.51000213623048,101.51000213623048,0.017428509
2016-08-12 19:00:00,297.49,298.16,0.72,1.43,-41.75,-0.0262,-0.0037,0.0067,0.6968,0.1506,101.5,101.5,0.017870375
2016-08-12 19:30:00,294.99,296.25,0.24,0.87,-65.25,-0.0034,-0.0027,0.0011,0.3697,0.153,101.48999786376952,101.48999786376952,0.017700766000000003
2016-08-12 20:00:00,292.87,294.76,0.35,0.54,-64.24,-0.005,0.003,0.0003,2.2161,0.1536,101.49500274658205,101.49500274658205,0.017412151
2016-08-12 20:30:00,290.8,292.64,0.1,0.3,-58.49,-0.0044,0.0016,0.0014,2.2109,0.1532,101.5,101.5,0.017181648
2016-08-12 21:00:00,289.51,291.68,0.0,0.1,-57.93,-0.0082,-0.0003,0.0008,0.0968,0.1493,101.50499725341795,101.50499725341795,0.016863527000000003
2016-08-12 21:30:00,288.19,290.77,0.41,0.47,-55.32,-0.0013,0.0035,0.0025,2.1276,0.1457,101.51000213623048,101.51000213623048,0.016616495000000002
2016-08-12 22:00:00,287.49,290.19,0.0,0.25,-51.15,-0.0097,0.008,0.0067,2.0981,0.1432,101.51499938964844,101.51499938964844,0.016474014000000002
2016-08-12 22:30:00,286.94,289.6,0.01,0.16,-46.34,-0.0043,0.0053,0.0018,2.0697,0.1408,101.5199966430664,101.5199966430664,0.016142426
2016-08-12 23:00:00,286.43,289.08,0.19,0.3,-36.49,-0.0031,0.0078,0.0003,2.0416,0.1385,101.5250015258789,101.5250015258789,0.015685353
2016-08-12 23:30:00,286.06,288.08,0.0,0.04,-27.3,-0.014,-0.0167,-0.0116,2.0101,0.1359,101.52999877929688,101.52999877929688,0.014947474
2016-08-13 00:00:00,285.55,287.46,0.0,0.23,-22.71,-0.0035,-0.0018,0.0006,1.9778,0.1333,101.5250015258789,101.5250015258789,0.014503644
