Date/Time (PST),T_0.4m (K),T_2m (K),u_0.4m (m s-1),u_2m (m s-1),Rn (W m-2),u'w' (m2 s-2),w'T' (K m s-1),w'rho_v' (g m-2 s-1),w'rho_CO2' (micromol m-2 s-1),w'rho_CH4' (microåmol m-2 s-1),Pa (kPa),PPFD (micromol m-2 s-1),rv
2016-06-20 05:30:00,282.61,283.04,0.0,0.21,19.71,-0.0046,-0.0004,0.0004,0.6756,0.1032,102.16000366210938,102.16000366210938,0.011154502000000002
2016-06-20 06:00:00,283.19,283.49,0.21,0.34,62.71,-0.0043,0.0092,0.0043,-4.8318,0.0717,102.15499877929688,102.15499877929688,0.011662009
2016-06-20 06:30:00,285.15,285.01,0.42,0.61,142.92,-0.0057,0.0056,-0.0077,0.6148,0.0712,102.1500015258789,102.1500015258789,0.01317099
2016-06-20 07:00:00,287.14,286.39,0.4,0.52,132.61,-0.0048,0.0227,-0.0016,-1.3032,0.0931,102.13999938964844,102.13999938964844,0.013037158
2016-06-20 07:30:00,287.9,287.34,0.52,0.59,123.57,-0.0025,0.023,0.0103,-1.9845,0.1037,102.12999725341795,102.12999725341795,0.012563655000000002
2016-06-20 08:00:00,288.9,288.24,0.32,0.45,199.45,-0.0065,0.0459,0.012,-1.5966,0.1457,102.13999938964844,102.13999938964844,0.012628271
2016-06-20 08:30:00,290.75,288.99,0.28,0.39,223.47,-0.0061,0.0561,0.0219,-3.982,0.1021,102.1500015258789,102.1500015258789,0.012412580500000001
2016-06-20 09:00:00,291.61,289.61,0.54,0.65,272.61,-0.0051,0.0513,0.0152,-4.5507,0.0726,102.13999938964844,102.13999938964844,0.012751407000000001
2016-06-20 09:30:00,291.96,289.73,0.99,1.36,240.35,-0.024,0.0508,0.0146,-3.6815,0.0713,102.12999725341795,102.12999725341795,0.012543334
2016-06-20 10:00:00,292.66,290.45,0.58,0.85,311.51,-0.0167,0.0616,0.0253,0.6292,0.0733,102.11000061035156,102.11000061035156,0.012414839
2016-06-20 10:30:00,294.78,291.52,0.83,1.29,453.9,-0.0365,0.096,0.0363,-1.346,0.0964,102.08999633789062,102.08999633789062,0.012454630999999999
2016-06-20 11:00:00,296.45,292.47,0.56,0.99,675.87,-0.0382,0.1554,0.0638,0.6311,0.1777,102.06500244140624,102.06500244140624,0.01253052
2016-06-20 11:30:00,296.36,293.22,1.06,1.21,614.62,-0.011,0.1338,0.0601,-3.3625,0.0857,102.04000091552734,102.04000091552734,0.012555434
2016-06-20 12:00:00,297.45,294.04,0.96,1.61,623.29,-0.063,0.1676,0.0779,-4.4165,0.0937,102.0199966430664,102.0199966430664,0.0133489065
2016-06-20 12:30:00,297.52,294.38,1.32,2.09,665.9,-0.0783,0.1721,0.085,-4.6954,0.0988,102.0,102.0,0.0135313835
2016-06-20 13:00:00,298.44,295.0,1.15,1.63,651.3,-0.0424,0.1533,0.0778,-4.0098,0.0766,101.98500061035156,101.98500061035156,0.012501690999999999
2016-06-20 13:30:00,298.34,295.78,0.85,1.61,619.53,-0.0781,0.1765,0.1062,-4.4181,0.0911,101.97000122070312,101.97000122070312,0.011771853
2016-06-20 14:00:00,296.69,295.29,1.44,2.11,251.63,-0.0517,0.061,0.0481,-3.4089,0.0807,101.95500183105467,101.95500183105467,0.011684513
2016-06-20 14:30:00,295.61,294.94,1.37,1.97,188.67,-0.04,0.0355,0.0335,-2.5829,0.067,101.94000244140624,101.94000244140624,0.012017764
2016-06-20 15:00:00,295.47,294.86,1.12,1.56,233.24,-0.0269,0.0389,0.0436,-3.3049,0.0863,101.93499755859376,101.93499755859376,0.011638084
2016-06-20 15:30:00,296.15,295.34,0.15,0.58,210.47,-0.0276,0.044,0.0245,-3.391,0.0579,101.93000030517578,101.93000030517578,0.010799868
2016-06-20 16:00:00,294.23,293.6,1.7,2.7,152.0,-0.0858,0.0482,0.0246,-3.032,0.0894,101.91999816894533,101.91999816894533,0.014589908
2016-06-20 16:30:00,293.08,292.63,1.31,2.19,135.81,-0.0706,0.043,0.0162,-2.7027,0.0827,101.91000366210938,101.91000366210938,0.014672045000000002
2016-06-20 17:00:00,294.53,293.48,1.09,1.72,335.35,-0.0558,0.1174,0.031,-3.7186,0.0837,101.9000015258789,101.9000015258789,0.0145917225
2016-06-20 17:30:00,296.29,294.77,1.54,2.29,275.08,-0.067,0.0995,0.0393,-2.7627,0.0786,101.88999938964844,101.88999938964844,0.013173609000000001
2016-06-20 18:00:00,294.89,293.9,1.62,2.47,203.49,-0.0744,0.0792,0.026,-2.6073,0.0845,101.87999725341795,101.87999725341795,0.012988313
2016-06-20 18:30:00,293.96,293.69,1.43,2.29,116.46,-0.0704,0.0522,0.0331,-1.1115,0.0926,101.87000274658205,101.87000274658205,0.011748815000000001
2016-06-20 19:00:00,292.99,293.1,1.19,2.0,29.21,-0.0552,0.0193,0.0205,-0.7803,0.0894,101.875,101.875,0.011783253
2016-06-20 19:30:00,291.6,292.03,0.88,1.66,-32.72,-0.0319,-0.005,0.0123,0.1639,0.09,101.87999725341795,101.87999725341795,0.012015752000000001
2016-06-20 20:00:00,290.15,290.89,0.45,1.01,-63.34,-0.0052,-0.0028,-0.0027,1.4307,0.0367,101.875,101.875,0.013039187
2016-06-20 20:30:00,288.49,289.57,0.0,0.27,-71.15,-0.0555,0.0224,-0.0046,1.4441,0.098,101.87000274658205,101.87000274658205,0.013523691
2016-06-20 21:00:00,286.42,288.11,0.14,0.27,-67.06,-0.0034,0.0043,-0.0007,1.4098,0.0962,101.9000015258789,101.9000015258789,0.013558559000000001
2016-06-20 21:30:00,285.65,287.9,0.15,0.43,-65.64,-0.0109,0.0106,0.0044,1.36,0.0937,101.93000030517578,101.93000030517578,0.013633208
2016-06-20 22:00:00,284.83,287.06,0.14,0.45,-63.1,-0.0103,0.0041,0.0022,1.3358,0.0925,101.93000030517578,101.93000030517578,0.013360681
2016-06-20 22:30:00,284.28,286.45,0.2,0.33,-54.36,-0.0032,0.0041,0.0017,1.3064,0.0911,101.93000030517578,101.93000030517578,0.012942911000000001
2016-06-20 23:00:00,284.39,286.26,0.0,0.11,-36.14,-0.0133,-0.0002,0.0015,1.2716,0.0896,101.91500091552734,101.91500091552734,0.013159002
2016-06-20 23:30:00,284.82,285.63,0.0,0.41,-31.9,-0.0253,-0.0063,-0.0009,1.2404,0.0882,101.9000015258789,101.9000015258789,0.012736049
2016-06-21 00:00:00,284.9,285.83,0.17,0.62,-32.11,-0.0062,-0.0017,0.0003,1.3155,0.0442,101.90499877929688,101.90499877929688,0.012903661
