Date/Time (PST),T_0.4m (K),T_2m (K),u_0.4m (m s-1),u_2m (m s-1),Rn (W m-2),u'w' (m2 s-2),w'T' (K m s-1),w'rho_v' (g m-2 s-1),w'rho_CO2' (micromol m-2 s-1),w'rho_CH4' (microåmol m-2 s-1),Pa (hPa),PPFD (micromol m-2 s-1),rv
2016-07-31 00:30:00,288.06,289.5,0.73,0.99,-53.0,-0.0046,-0.0081,0.0002,1.5005,0.1305,101.23999786376952,101.23999786376952,0.013324698
2016-07-31 01:00:00,287.2,289.02,0.77,0.89,-55.04,-0.0008,-0.0072,-0.0056,2.0608,0.1401,101.25,101.25,0.012918569
2016-07-31 01:30:00,287.06,288.83,0.71,1.03,-55.07,-0.0064,-0.0133,-0.0003,2.5999,0.1979,101.26000213623048,101.26000213623048,0.012676221
2016-07-31 02:00:00,287.16,289.11,0.45,1.43,-35.85,-0.0154,-0.0146,-0.0005,1.8063,0.1199,101.2750015258789,101.2750015258789,0.012615014
2016-07-31 02:30:00,287.67,289.37,0.52,1.46,-31.63,-0.0274,-0.0153,0.001,1.9953,0.1447,101.29000091552734,101.29000091552734,0.012752412
2016-07-31 03:00:00,287.83,289.18,0.4,1.34,-43.27,-0.0143,-0.0132,0.0003,1.7524,0.1362,101.31500244140624,101.31500244140624,0.012764633999999999
2016-07-31 03:30:00,287.36,288.94,1.23,2.22,-56.56,-0.0364,-0.0174,0.0,1.2558,0.1133,101.33999633789062,101.33999633789062,0.012726682999999999
2016-07-31 04:00:00,287.01,288.38,0.59,1.44,-64.67,-0.0168,-0.0112,0.0,0.2041,0.087,101.3550033569336,101.3550033569336,0.012709025
2016-07-31 04:30:00,286.15,287.5,0.7,0.95,-61.05,-0.0044,-0.0081,0.0004,1.2251,0.1101,101.37000274658205,101.37000274658205,0.012684362000000001
2016-07-31 05:00:00,285.86,287.2,0.01,0.95,-41.09,-0.0038,-0.0051,0.001,0.5618,0.0986,101.4000015258789,101.4000015258789,0.012888435
2016-07-31 05:30:00,286.41,287.62,0.62,0.95,-31.84,-0.0072,-0.0109,-0.0002,1.8533,0.1651,101.43000030517578,101.43000030517578,0.013139326000000002
2016-07-31 06:00:00,287.43,288.34,0.4,0.84,1.54,-0.0067,-0.0016,0.0008,0.2232,0.1248,101.46499633789062,101.46499633789062,0.01342587
2016-07-31 06:30:00,289.18,289.31,1.36,1.98,44.67,-0.0298,0.0047,0.0019,0.0332,0.1335,101.5,101.5,0.013404509
2016-07-31 07:00:00,290.15,289.76,1.67,2.51,72.98,-0.0547,0.0115,0.0036,-1.3479,0.0991,101.54000091552734,101.54000091552734,0.013203738
2016-07-31 07:30:00,290.56,290.07,1.54,2.48,126.92,-0.0724,0.029,0.0109,-2.1164,0.1458,101.58000183105467,101.58000183105467,0.013095466
2016-07-31 08:00:00,291.95,290.56,1.81,2.76,215.51,-0.0809,0.0507,0.0109,-2.1526,0.1271,101.61000061035156,101.61000061035156,0.012827272
2016-07-31 08:30:00,292.62,291.02,1.79,2.71,218.55,-0.081,0.0651,0.018,-2.9124,0.1374,101.63999938964844,101.63999938964844,0.012455883000000001
2016-07-31 09:00:00,293.31,291.4,1.83,2.77,273.87,-0.0869,0.0791,0.0198,-3.1251,0.135,101.66999816894533,101.66999816894533,0.012363085999999999
2016-07-31 09:30:00,293.53,291.71,1.44,2.21,298.82,-0.0687,0.093,0.0285,-3.8182,0.1677,101.6999969482422,101.6999969482422,0.0125797615
2016-07-31 10:00:00,293.04,291.56,1.32,1.99,241.93,-0.0533,0.0729,0.0235,-3.2778,0.1591,101.71499633789062,101.71499633789062,0.012727774
2016-07-31 10:30:00,293.15,291.79,0.67,1.08,236.23,-0.0289,0.0768,0.0263,-2.8473,0.166,101.7300033569336,101.7300033569336,0.013286927
2016-07-31 11:00:00,291.69,291.0,1.06,1.81,198.85,-0.0631,0.0745,0.0161,-2.9056,0.1446,101.74500274658205,101.74500274658205,0.013764523499999999
2016-07-31 11:30:00,292.69,291.65,0.78,1.18,298.3,-0.0304,0.0996,0.0304,-3.4737,0.1764,101.76000213623048,101.76000213623048,0.013681061
2016-07-31 12:00:00,292.66,291.88,1.04,1.5,278.86,-0.0344,0.0813,0.0238,-2.4307,0.1535,101.76000213623048,101.76000213623048,0.013620914000000001
2016-07-31 12:30:00,294.3,292.66,0.99,1.23,485.87,-0.019,0.1531,0.0435,-3.3532,0.1635,101.76000213623048,101.76000213623048,0.013811549
2016-07-31 13:00:00,294.86,293.28,0.89,1.27,432.83,-0.0314,0.1429,0.0449,-3.1915,0.1471,101.75499725341795,101.75499725341795,0.013749094
2016-07-31 13:30:00,296.34,294.15,1.09,1.49,611.28,-0.0387,0.2284,0.0805,-3.4127,0.1772,101.75,101.75,0.013734281
2016-07-31 14:00:00,296.09,294.53,0.89,1.63,547.9,-0.0777,0.1992,0.0714,-3.2978,0.162,101.73500061035156,101.73500061035156,0.013755778
2016-07-31 14:30:00,296.74,294.85,0.33,1.23,526.22,-0.1001,0.1914,0.0677,-1.87,0.204,101.72000122070312,101.72000122070312,0.013471046
2016-07-31 15:00:00,297.53,295.13,0.94,1.76,505.57,-0.0851,0.1694,0.0653,-2.0114,0.1847,101.6999969482422,101.6999969482422,0.013237612000000001
2016-07-31 15:30:00,297.78,295.28,0.85,1.4,451.76,-0.0505,0.1541,0.0635,-1.7873,0.1707,101.68000030517578,101.68000030517578,0.012950953000000001
2016-07-31 16:00:00,297.9,295.65,0.59,1.56,386.42,-0.1038,0.1552,0.0708,-1.5345,0.2345,101.66999816894533,101.66999816894533,0.012862207
2016-07-31 16:30:00,297.79,295.84,0.85,1.47,316.46,-0.0553,0.1226,0.05,-0.8044,0.1978,101.66000366210938,101.66000366210938,0.012904182
2016-07-31 17:00:00,298.61,295.85,1.15,1.95,247.8,-0.0727,0.0915,0.0434,-1.6737,0.1668,101.63999938964844,101.63999938964844,0.012852734999999999
2016-07-31 17:30:00,297.71,295.79,1.23,1.63,171.5,-0.0284,0.0723,0.0387,-1.5253,0.1745,101.62000274658205,101.62000274658205,0.012138804000000001
2016-07-31 18:00:00,296.75,295.54,0.93,1.31,98.11,-0.0228,0.0416,0.0289,-0.8007,0.161,101.61000061035156,101.61000061035156,0.0119104805
2016-07-31 18:30:00,296.02,295.52,0.72,1.26,28.6,-0.0298,0.019,0.0208,-0.3422,0.1684,101.5999984741211,101.5999984741211,0.011757275
2016-07-31 19:00:00,294.4,294.88,0.82,1.37,-26.88,-0.0207,0.0009,0.0117,0.3304,0.1412,101.5999984741211,101.5999984741211,0.011748968
2016-07-31 19:30:00,292.74,293.73,0.34,0.76,-57.6,-0.005,-0.0014,0.0017,0.2464,0.0769,101.5999984741211,101.5999984741211,0.012390654
2016-07-31 20:00:00,290.73,292.42,0.62,0.63,-66.72,-0.0002,0.0005,-0.0003,2.2407,0.1559,101.6050033569336,101.6050033569336,0.012851061
2016-07-31 20:30:00,288.84,290.6,0.0,0.18,-63.3,-0.0426,0.0183,0.0021,2.2028,0.1524,101.61000061035156,101.61000061035156,0.013219884000000001
2016-07-31 21:00:00,286.73,288.98,0.18,0.47,-60.72,-0.0078,0.0016,0.001,2.1693,0.1494,101.62000274658205,101.62000274658205,0.013410524
2016-07-31 21:30:00,285.94,287.74,0.07,0.21,-58.53,-0.0032,0.0025,0.0002,2.1435,0.1471,101.62999725341795,101.62999725341795,0.013138167
2016-07-31 22:00:00,285.03,286.62,0.0,0.09,-56.61,-0.0145,-0.0156,-0.0099,2.1126,0.1445,101.63999938964844,101.63999938964844,0.012605438
2016-07-31 22:30:00,284.27,285.82,0.0,0.07,-54.78,-0.0386,-0.0144,0.0018,2.0783,0.1415,101.6500015258789,101.6500015258789,0.012083793
2016-07-31 23:00:00,283.77,285.07,0.11,0.26,-53.25,-0.0033,0.002,0.0017,2.043,0.1386,101.65499877929688,101.65499877929688,0.011587692
2016-07-31 23:30:00,283.27,284.7,0.0,0.26,-51.69,-0.017,0.0011,0.0024,2.009,0.1358,101.66000366210938,101.66000366210938,0.01152299
2016-08-01 00:00:00,283.13,284.94,0.46,0.59,-52.33,-0.0022,0.0009,0.0005,1.973,0.2447,,,0.011840562
