Date/Time (PST),T_0.4m (K),T_2m (K),u_0.4m (m s-1),u_2m (m s-1),Rn (W m-2),u'w' (m2 s-2),w'T' (K m s-1),w'rho_v' (g m-2 s-1),w'rho_CO2' (micromol m-2 s-1),w'rho_CH4' (microåmol m-2 s-1),Pa (kPa),PPFD (micromol m-2 s-1),rv
2016-07-28 06:30:00,293.62,292.43,1.49,2.39,73.16,-0.055,0.0034,0.0027,-0.2166,0.1507,101.91999816894533,101.91999816894533,0.017725104999999998
2016-07-28 07:00:00,295.23,293.11,1.75,2.79,147.22,-0.0836,0.0232,0.013,-1.624,0.1616,101.93000030517578,101.93000030517578,0.017353596
2016-07-28 07:30:00,296.0,293.68,1.68,2.72,219.53,-0.095,0.0605,0.0152,-2.7622,0.1399,101.94000244140624,101.94000244140624,0.017111362
2016-07-28 08:00:00,297.31,294.21,1.99,2.93,291.86,-0.0864,0.0773,0.0144,-1.8418,0.1133,101.94000244140624,101.94000244140624,0.017002022000000002
2016-07-28 08:30:00,297.92,294.78,2.19,3.17,360.61,-0.0958,0.0995,0.0208,-2.2695,0.1256,101.94000244140624,101.94000244140624,0.016904312
2016-07-28 09:00:00,298.19,295.0,2.2,3.31,425.13,-0.1184,0.1132,0.0236,-2.0648,0.1163,101.94499969482422,101.94499969482422,0.016746916
2016-07-28 09:30:00,299.48,295.78,1.83,2.95,482.15,-0.1241,0.1445,0.0419,-2.8377,0.1589,101.9499969482422,101.9499969482422,0.016880458999999997
2016-07-28 10:00:00,300.19,296.12,2.16,3.09,533.1,-0.0951,0.1373,0.0405,-2.1765,0.1465,101.94499969482422,101.94499969482422,0.016737299
2016-07-28 10:30:00,300.64,296.63,1.7,2.61,573.31,-0.0946,0.1518,0.0511,-2.5864,0.1593,101.94000244140624,101.94000244140624,0.016797981
2016-07-28 11:00:00,300.03,296.83,1.81,2.62,606.89,-0.0843,0.1744,0.0664,-2.5519,0.1652,101.9250030517578,101.9250030517578,0.016903936
2016-07-28 11:30:00,299.81,296.98,1.8,2.72,630.18,-0.0987,0.1625,0.0557,-2.3017,0.1446,101.91000366210938,101.91000366210938,0.016646229999999998
2016-07-28 12:00:00,300.54,297.28,1.99,2.91,644.94,-0.097,0.1643,0.0597,-2.2743,0.1488,101.88999938964844,101.88999938964844,0.016975391
2016-07-28 12:30:00,301.44,297.62,1.37,2.21,648.18,-0.0895,0.1781,0.0758,-2.4979,0.1867,101.87000274658205,101.87000274658205,0.016818369
2016-07-28 13:00:00,303.39,298.78,0.97,1.74,641.17,-0.0789,0.1799,0.0942,-2.511,0.1841,101.83499908447266,101.83499908447266,0.017234694000000002
2016-07-28 13:30:00,302.66,299.29,1.8,2.54,627.35,-0.0755,0.1728,0.0843,-1.5016,0.1799,101.8000030517578,101.8000030517578,0.017326393
2016-07-28 14:00:00,302.23,299.07,2.05,2.87,603.24,-0.0867,0.1838,0.0869,-2.3309,0.1906,101.77999877929688,101.77999877929688,0.017363653
2016-07-28 14:30:00,302.09,299.22,1.63,2.72,567.47,-0.1243,0.1714,0.0966,-2.5202,0.2002,101.76000213623048,101.76000213623048,0.017196424000000002
2016-07-28 15:00:00,303.1,299.31,1.91,3.02,522.9,-0.1224,0.1474,0.0708,-1.3185,0.1893,101.73500061035156,101.73500061035156,0.016762678000000003
2016-07-28 15:30:00,303.62,299.48,1.95,3.1,469.37,-0.125,0.1258,0.0589,-1.3375,0.1691,101.70999908447266,101.70999908447266,0.016795947999999998
2016-07-28 16:00:00,303.64,299.68,1.82,2.86,407.76,-0.1108,0.132,0.0624,-1.48,0.1985,101.69000244140624,101.69000244140624,0.017005527
2016-07-28 16:30:00,302.17,299.29,1.68,2.55,338.62,-0.0835,0.1119,0.0553,-1.7621,0.2103,101.66999816894533,101.66999816894533,0.016753633
2016-07-28 17:00:00,302.62,299.19,1.8,2.99,267.83,-0.1252,0.0906,0.0481,-0.7327,0.2267,101.62999725341795,101.62999725341795,0.016265422999999998
2016-07-28 17:30:00,301.75,299.38,1.63,2.7,195.29,-0.1001,0.0637,0.042,-0.9094,0.2031,101.58999633789062,101.58999633789062,0.016053068
2016-07-28 18:00:00,300.43,298.96,1.77,2.83,121.98,-0.0922,0.0391,0.0306,-0.375,0.1883,101.5749969482422,101.5749969482422,0.015724905
2016-07-28 18:30:00,298.72,298.62,1.35,2.35,50.17,-0.076,0.0188,0.0227,-0.4279,0.2009,101.55999755859376,101.55999755859376,0.015778528
2016-07-28 19:00:00,297.6,298.19,0.94,1.95,-12.84,-0.0578,-0.0079,0.019,0.5954,0.2317,101.53500366210938,101.53500366210938,0.015792002
2016-07-28 19:30:00,296.24,297.28,0.29,1.22,-54.17,-0.0292,-0.0155,0.0075,1.6386,0.2174,101.51000213623048,101.51000213623048,0.016005096000000003
2016-07-28 20:00:00,294.54,296.1,0.6,0.96,-69.77,-0.0083,-0.0112,0.0007,1.437,0.1662,101.51499938964844,101.51499938964844,0.016180451999999998
2016-07-28 20:30:00,292.48,294.67,0.0,0.16,-66.13,-0.0157,-0.0165,-0.0001,2.6114,0.3322,101.5199966430664,101.5199966430664,0.016297045
2016-07-28 21:00:00,290.87,293.43,0.16,0.39,-62.08,-0.0034,-0.0057,-0.0003,2.5718,0.1893,101.53500366210938,101.53500366210938,0.016179728
2016-07-28 21:30:00,290.94,293.58,0.6,0.88,-64.1,-0.0051,-0.0114,0.0002,2.7956,0.2165,101.5500030517578,101.5500030517578,0.01611305
2016-07-28 22:00:00,291.63,293.54,0.08,1.33,-65.44,-0.0126,-0.0204,-0.0011,3.0595,0.1968,101.54499816894533,101.54499816894533,0.016469793
2016-07-28 22:30:00,291.63,293.07,0.13,1.3,-64.45,-0.018,-0.0227,-0.0002,3.1902,0.2002,101.54000091552734,101.54000091552734,0.0166944
2016-07-28 23:00:00,290.81,292.28,0.46,0.69,-60.66,-0.0033,-0.0082,-0.0002,2.8527,0.2482,101.52999877929688,101.52999877929688,0.016673880000000002
2016-07-28 23:30:00,289.42,291.39,0.0,0.28,-55.95,-0.0057,-0.0002,0.0006,2.4103,0.1723,101.5199966430664,101.5199966430664,0.016521255000000002
2016-07-29 00:00:00,288.27,290.66,0.39,0.57,-53.02,-0.0079,0.0198,0.008,2.3889,0.1702,101.51499938964844,101.51499938964844,0.016173288
