Date/Time (PST),T_0.4m (K),T_2m (K),u_0.4m (m s-1),u_2m (m s-1),Rn (W m-2),u'w' (m2 s-2),w'T' (K m s-1),w'rho_v' (g m-2 s-1),w'rho_CO2' (micromol m-2 s-1),w'rho_CH4' (microåmol m-2 s-1),Pa (kPa),PPFD (micromol m-2 s-1),rv
2015-07-28 11:00:00,296.27,294.34,0.99,1.52,604.23,-0.0437,0.1147,0.0548,-1.8522,0.1,102.43499755859376,102.43499755859376,0.014629418
2015-07-28 11:30:00,296.93,294.84,1.16,1.53,623.41,-0.0296,0.134,0.066,-2.2898,0.108,102.41999816894533,102.41999816894533,0.015086697
2015-07-28 12:00:00,297.16,295.32,0.54,1.21,632.11,-0.0614,0.1337,0.0544,-1.1457,0.0991,102.40499877929688,102.40499877929688,0.014853516
2015-07-28 12:30:00,297.79,295.92,0.61,1.31,640.59,-0.0645,0.1247,0.0645,-0.8927,0.1081,102.38999938964844,102.38999938964844,0.014675961
2015-07-28 13:00:00,298.4,296.44,1.01,1.57,638.94,-0.0481,0.1114,0.0599,-1.9903,0.0823,102.36499786376952,102.36499786376952,0.014412691
2015-07-28 13:30:00,299.09,297.04,0.95,1.47,619.73,-0.0438,0.1201,0.0658,-2.0025,0.0855,102.33999633789062,102.33999633789062,0.01412599
2015-07-28 14:00:00,299.18,297.54,0.0,1.26,608.82,-0.1432,0.1234,0.0816,-1.3708,0.1153,102.31500244140624,102.31500244140624,0.0135710535
2015-07-28 14:30:00,299.14,297.57,0.23,1.47,518.54,-0.1379,0.1185,0.0908,-1.7961,0.0454,102.29000091552734,102.29000091552734,0.013826485
2015-07-28 15:00:00,299.68,298.28,0.54,1.61,491.92,-0.1068,0.0868,0.0424,-2.7548,0.1185,102.26000213623048,102.26000213623048,0.014438645
2015-07-28 15:30:00,299.65,298.11,0.86,1.85,445.25,-0.0885,0.0648,0.0396,-0.6163,0.1019,102.2300033569336,102.2300033569336,0.014373742
2015-07-28 16:00:00,300.0,298.42,0.89,1.69,400.03,-0.0675,0.0704,0.0506,-1.0788,0.1022,102.20999908447266,102.20999908447266,0.0141493225
2015-07-28 16:30:00,300.04,298.53,0.85,1.85,329.33,-0.082,0.0359,0.0179,-1.8046,0.0623,102.19000244140624,102.19000244140624,0.01377094
2015-07-28 17:00:00,300.03,298.1,1.65,2.21,252.01,-0.0375,0.0437,0.0313,-0.3945,0.0892,102.1750030517578,102.1750030517578,0.013269038
2015-07-28 17:30:00,299.55,297.92,1.45,2.13,182.1,-0.0454,0.0312,0.0232,-0.8616,0.0874,102.16000366210938,102.16000366210938,0.013651834
2015-07-28 18:00:00,298.59,297.66,0.84,1.69,109.49,-0.0589,0.0201,0.0168,-1.3515,0.0863,102.1500015258789,102.1500015258789,0.013547713
2015-07-28 18:30:00,296.97,297.13,0.86,1.69,41.77,-0.0555,0.016,0.0004,0.0138,0.1421,102.13999938964844,102.13999938964844,0.014082253
2015-07-28 19:00:00,295.58,295.93,1.2,1.44,-19.31,-0.0078,0.0054,0.0015,0.0227,0.0804,102.125,102.125,0.014628292000000001
2015-07-28 19:30:00,293.93,294.34,0.72,1.31,-59.21,-0.0057,-0.0033,0.0011,0.3839,0.0628,102.11000061035156,102.11000061035156,0.01579209
2015-07-28 20:00:00,291.92,292.78,0.0,0.49,-69.6,-0.0335,0.027,-0.0044,2.1366,0.1465,102.11499786376952,102.11499786376952,0.015995289
2015-07-28 20:30:00,290.0,291.67,0.16,0.57,-64.46,-0.0122,0.0007,-0.0025,2.1302,0.146,102.12000274658205,102.12000274658205,0.015467449000000001
2015-07-28 21:00:00,288.23,290.45,0.0,0.1,-60.73,-0.0203,-0.0735,-0.0128,2.0715,0.141,102.1449966430664,102.1449966430664,0.015009371
2015-07-28 21:30:00,286.88,289.09,0.05,0.19,-58.02,-0.0013,-0.0024,0.0017,2.035,0.1379,102.16999816894533,102.16999816894533,0.014823383
2015-07-28 22:00:00,286.19,288.45,0.0,0.25,-54.72,-0.004,-0.0085,-0.0017,2.0016,0.1352,102.16500091552734,102.16500091552734,0.014634293
2015-07-28 22:30:00,285.51,287.7,0.0,0.11,-53.64,-0.0461,0.0167,0.0102,1.9642,0.1322,102.16000366210938,102.16000366210938,0.014188624
2015-07-28 23:00:00,284.97,286.93,0.0,0.09,-51.09,-0.0205,-0.0174,-0.011,1.9282,0.1294,102.16500091552734,102.16500091552734,0.014002774
2015-07-28 23:30:00,284.64,286.29,0.0,0.15,-40.32,-0.0022,-0.0067,-0.0025,1.8896,0.1265,102.16999816894533,102.16999816894533,0.013587736
2015-07-29 00:00:00,284.14,285.94,0.0,0.19,-35.99,-0.0026,-0.0146,0.0014,1.8529,0.1238,102.16999816894533,102.16999816894533,0.013336924
