Date/Time (PST),T_0.4m (K),T_2m (K),u_0.4m (m s-1),u_2m (m s-1),Rn (W m-2),u'w' (m2 s-2),w'T' (K m s-1),w'rho_v' (g m-2 s-1),w'rho_CO2' (micromol m-2 s-1),w'rho_CH4' (microåmol m-2 s-1),Pa (kPa),PPFD (micromol m-2 s-1),rv
2016-08-13 09:30:00,301.94,298.36,0.0,0.28,271.33,-0.1255,0.0699,0.0318,-3.8742,0.0944,101.55999755859376,101.55999755859376,0.016665863000000003
2016-08-13 10:00:00,300.32,298.01,1.29,1.98,366.39,-0.0603,0.0989,0.0394,-2.0668,0.0972,101.55500030517578,101.55500030517578,0.017765094999999998
2016-08-13 10:30:00,299.0,297.03,1.64,2.56,310.95,-0.0856,0.0911,0.0317,-1.4651,0.0768,101.5500030517578,101.5500030517578,0.017811016
2016-08-13 11:00:00,298.72,296.74,1.65,2.48,471.34,-0.0819,0.1397,0.0395,-2.6706,0.0605,101.54499816894533,101.54499816894533,0.017756847
2016-08-13 11:30:00,303.51,298.3,0.7,1.4,600.13,-0.0699,0.173,0.0673,-0.9993,0.0818,101.54000091552734,101.54000091552734,0.017738472
2016-08-13 12:00:00,301.74,299.0,1.13,1.78,604.77,-0.0622,0.1581,0.0654,-3.1447,0.0626,101.5199966430664,101.5199966430664,0.01791374
2016-08-13 12:30:00,303.24,300.17,0.29,0.77,604.54,-0.0423,0.1516,0.0758,-1.8329,0.0822,101.5,101.5,0.017597763000000002
2016-08-13 13:00:00,303.81,300.61,1.33,1.64,601.02,-0.0254,0.162,0.0829,-2.0522,0.0754,101.48500061035156,101.48500061035156,0.017977264000000003
2016-08-13 13:30:00,303.81,300.78,1.29,1.99,587.58,-0.0685,0.1662,0.08,-1.3112,0.0923,101.47000122070312,101.47000122070312,0.018335798
2016-08-13 14:00:00,303.22,300.83,1.56,2.35,561.8,-0.0802,0.1594,0.0785,-1.9098,0.0751,101.45500183105467,101.45500183105467,0.018057708999999998
2016-08-13 14:30:00,303.5,300.98,1.52,2.52,526.63,-0.109,0.1694,0.0834,-1.4825,0.0898,101.44000244140624,101.44000244140624,0.017999529
2016-08-13 15:00:00,303.09,301.07,1.42,2.33,479.89,-0.0941,0.1451,0.0684,-1.5342,0.0682,101.4250030517578,101.4250030517578,0.01763769
2016-08-13 15:30:00,303.32,300.71,1.61,2.7,424.21,-0.1223,0.156,0.0724,-0.6057,0.0843,101.41000366210938,101.41000366210938,0.017723433
2016-08-13 16:00:00,302.74,299.76,1.87,2.82,366.44,-0.0945,0.1147,0.0469,-1.2064,0.0523,101.38999938964844,101.38999938964844,0.016431334
2016-08-13 16:30:00,302.41,300.15,1.47,2.21,293.69,-0.0654,0.0969,0.0485,-1.6668,0.0553,101.37000274658205,101.37000274658205,0.016959703000000003
2016-08-13 17:00:00,302.16,300.25,1.25,1.99,219.41,-0.0619,0.0764,0.0435,-0.8346,0.0472,101.3550033569336,101.3550033569336,0.016312847000000002
2016-08-13 17:30:00,301.72,300.19,1.21,1.84,150.09,-0.0449,0.0476,0.0308,-0.3242,0.0473,101.33999633789062,101.33999633789062,0.016213503
2016-08-13 18:00:00,301.39,300.09,0.92,1.5,78.14,-0.0354,0.0278,0.0269,0.104,0.0553,101.3249969482422,101.3249969482422,0.016482065
2016-08-13 18:30:00,300.08,299.7,1.07,1.69,11.75,-0.031,0.0068,0.022,0.6402,0.0258,101.30999755859376,101.30999755859376,0.016235357000000002
2016-08-13 19:00:00,298.08,298.74,0.65,1.47,-35.62,-0.0239,-0.0105,0.0112,0.9962,0.0174,101.30999755859376,101.30999755859376,0.015221455000000002
2016-08-13 19:30:00,295.87,297.06,0.13,1.1,-57.33,-0.0096,-0.0114,0.0031,1.1827,0.0103,101.30999755859376,101.30999755859376,0.01569405
2016-08-13 20:00:00,293.78,295.58,0.01,0.94,-57.12,-0.002,-0.003,-0.0007,0.3781,0.1662,101.31999969482422,101.31999969482422,0.015916348
2016-08-13 20:30:00,292.35,293.92,0.55,0.7,-54.52,-0.0015,-0.0033,-0.0011,2.3434,0.1657,101.33000183105467,101.33000183105467,0.017160944
2016-08-13 21:00:00,291.4,293.18,0.44,0.6,-53.92,-0.0015,-0.0025,0.0001,2.3278,0.1642,101.33499908447266,101.33499908447266,0.017138432000000002
2016-08-13 21:30:00,290.6,292.36,0.22,0.38,-53.03,-0.0024,0.0003,0.0003,2.2589,0.1576,101.33999633789062,101.33999633789062,0.0169691
2016-08-13 22:00:00,289.17,291.11,0.4,0.62,-50.7,-0.003,-0.0047,-0.0009,2.2396,0.1558,101.33999633789062,101.33999633789062,0.016719557
2016-08-13 22:30:00,288.67,290.17,0.0,0.14,-49.25,-0.0234,-0.0138,-0.0002,2.2156,0.1536,101.33999633789062,101.33999633789062,0.016270466
2016-08-13 23:00:00,289.4,292.3,0.64,0.95,-53.81,-0.0061,-0.0135,-0.0001,2.1725,0.1497,101.33999633789062,101.33999633789062,0.016273364999999998
2016-08-13 23:30:00,290.39,292.52,0.04,1.24,-55.93,-0.012,-0.0183,0.0002,0.6202,0.1467,101.33999633789062,101.33999633789062,0.01622608
2016-08-14 00:00:00,290.56,292.0,0.6,0.99,-55.35,-0.0096,-0.0123,0.0004,0.93,0.1448,101.33999633789062,101.33999633789062,0.016289852
