Date/Time (PST),T_0.4m (K),T_2m (K),u_0.4m (m s-1),u_2m (m s-1),Rn (W m-2),u'w' (m2 s-2),w'T' (K m s-1),w'rho_v' (g m-2 s-1),w'rho_CO2' (micromol m-2 s-1),w'rho_CH4' (microåmol m-2 s-1),Pa (hPa),PPFD (micromol m-2 s-1),rv
2016-08-21 08:30:00,293.38,292.04,2.41,3.92,307.5,-0.187,0.1143,0.0202,1.556,0.1401,100.81999969482422,100.81999969482422,0.013794368000000001
2016-08-21 09:00:00,293.24,291.66,2.44,3.81,384.14,-0.1661,0.1345,0.0136,-1.3745,0.1066,100.83000183105467,100.83000183105467,0.013823314
2016-08-21 09:30:00,293.5,291.56,2.12,3.35,431.49,-0.1444,0.1514,0.0177,-1.4589,0.1072,100.83999633789062,100.83999633789062,0.013672532000000001
2016-08-21 10:00:00,292.79,291.18,2.56,4.16,459.12,-0.22,0.1826,0.0243,-2.0888,0.1207,100.87999725341795,100.87999725341795,0.013770629
2016-08-21 10:30:00,293.31,291.58,2.47,4.11,532.66,-0.2337,0.2042,0.023,-1.9748,0.1187,100.91999816894533,100.91999816894533,0.013879772000000002
2016-08-21 11:00:00,293.76,291.84,2.7,4.37,586.83,-0.2382,0.2106,0.0249,-2.4166,0.1167,100.94000244140624,100.94000244140624,0.013979856
2016-08-21 11:30:00,293.76,291.96,2.86,4.72,572.65,-0.2862,0.2318,0.0362,-3.0626,0.1166,100.95999908447266,100.95999908447266,0.013926865
2016-08-21 12:00:00,294.05,292.41,2.84,4.62,535.06,-0.2597,0.1973,0.0264,-3.1641,0.1112,100.98500061035156,100.98500061035156,0.01388355
2016-08-21 12:30:00,292.4,291.6,2.41,3.96,256.43,-0.193,0.1119,0.0163,-3.0121,0.1163,101.01000213623048,101.01000213623048,0.013881039
2016-08-21 13:00:00,291.13,290.97,2.17,3.53,124.04,-0.143,0.0528,0.0093,-0.381,0.1244,101.01499938964844,101.01499938964844,0.013627064000000001
2016-08-21 13:30:00,292.8,291.94,2.65,4.18,487.18,-0.2071,0.1937,0.0288,-4.0283,0.1177,101.0199966430664,101.0199966430664,0.013756542
2016-08-21 14:00:00,294.77,293.16,2.32,3.6,553.2,-0.1635,0.2107,0.0367,-2.1651,0.116,101.01499938964844,101.01499938964844,0.013928264000000001
2016-08-21 14:30:00,294.95,293.04,2.14,3.36,511.56,-0.1478,0.1891,0.0348,-1.5335,0.1105,101.01000213623048,101.01000213623048,0.013861132
2016-08-21 15:00:00,295.11,293.29,2.14,3.36,461.78,-0.1457,0.1782,0.0392,-1.8331,0.1136,101.01000213623048,101.01000213623048,0.013911927000000001
2016-08-21 15:30:00,294.56,293.32,2.08,3.48,291.34,-0.171,0.1378,0.0303,-2.0208,0.1193,101.01000213623048,101.01000213623048,0.013949395000000002
2016-08-21 16:00:00,292.55,292.24,2.19,3.49,121.4,-0.132,0.0506,0.0142,-1.0901,0.123,101.0250015258789,101.0250015258789,0.014102049
2016-08-21 16:30:00,291.95,291.88,1.74,2.88,101.02,-0.1021,0.038,0.0084,-0.3486,0.1356,101.04000091552734,101.04000091552734,0.014498096
2016-08-21 17:00:00,292.85,292.52,1.34,2.32,155.26,-0.0942,0.0892,0.0189,0.871,0.1538,101.03500366210938,101.03500366210938,0.014681434
2016-08-21 17:30:00,293.3,293.16,1.19,2.01,57.51,-0.0581,0.0232,0.0097,-0.2684,0.097,101.02999877929688,101.02999877929688,0.013650874
2016-08-21 18:00:00,293.43,293.02,1.0,1.77,23.39,-0.0458,0.0114,0.0115,-0.2502,0.1116,101.02999877929688,101.02999877929688,0.0118641205
2016-08-21 18:30:00,291.26,291.77,0.62,1.46,-21.38,-0.0277,-0.0104,0.0059,0.9367,0.1348,101.02999877929688,101.02999877929688,0.012096058
2016-08-21 19:00:00,290.28,291.12,0.96,2.01,-61.4,-0.0454,-0.0192,0.0053,1.951,0.1578,101.04000091552734,101.04000091552734,0.011946524
2016-08-21 19:30:00,289.06,290.27,0.46,0.72,-45.57,-0.0047,-0.007,-0.0018,-0.973,0.0323,101.0500030517578,101.0500030517578,0.012137888999999999
2016-08-21 20:00:00,288.29,289.39,0.45,0.69,-20.98,-0.0038,-0.0039,0.0005,2.2131,0.1395,101.1050033569336,101.1050033569336,0.012775143000000001
2016-08-21 20:30:00,288.07,289.27,0.57,0.66,-25.05,-0.0005,-0.008,-0.0028,1.8504,0.1236,101.16000366210938,101.16000366210938,0.013070909
2016-08-21 21:00:00,287.99,289.3,0.18,1.15,-38.51,-0.0079,-0.0096,-0.0005,1.4474,0.1198,101.16999816894533,101.16999816894533,0.013226957000000001
2016-08-21 21:30:00,287.81,288.98,0.25,1.2,-51.98,-0.0143,-0.0134,0.0005,1.5859,0.1209,101.18000030517578,101.18000030517578,0.013210623999999999
2016-08-21 22:00:00,288.23,289.48,0.3,0.62,-26.43,-0.0068,-0.0053,-0.0015,1.7787,0.1184,101.19000244140624,101.19000244140624,0.0130928545
2016-08-21 22:30:00,288.18,289.07,0.39,1.26,-31.15,-0.0135,-0.0111,0.0016,0.3846,0.117,101.1999969482422,101.1999969482422,0.013823872
2016-08-21 23:00:00,288.03,288.92,0.67,1.56,-40.96,-0.0191,-0.0132,0.0003,1.4271,0.1098,101.21499633789062,101.21499633789062,0.013492761
2016-08-21 23:30:00,287.74,288.9,0.5,1.23,-31.45,-0.0223,-0.0063,0.0018,1.7202,0.1145,101.2300033569336,101.2300033569336,0.012725604000000001
2016-08-22 00:00:00,287.97,289.05,0.0,0.27,-23.42,-0.048,0.0023,-0.0169,1.6953,0.0621,101.24500274658205,101.24500274658205,0.012571408999999999
