Date/Time (PST),T_0.4m (K),T_2m (K),u_0.4m (m s-1),u_2m (m s-1),Rn (W m-2),u'w' (m2 s-2),w'T' (K m s-1),w'rho_v' (g m-2 s-1),w'rho_CO2' (micromol m-2 s-1),w'rho_CH4' (microåmol m-2 s-1),Pa (hPa),PPFD (micromol m-2 s-1),rv
2016-08-26 15:30:00,304.64,303.08,1.21,1.91,397.93,-0.0649,0.1252,0.0664,-1.8929,0.1719,100.95999908447266,100.95999908447266,0.012817578
2016-08-26 16:00:00,304.54,303.07,0.6,1.37,259.8,-0.0635,0.0724,0.0522,-0.4657,0.3383,100.93499755859376,100.93499755859376,0.012122641
2016-08-26 16:30:00,303.68,302.79,0.54,1.33,204.26,-0.0633,0.06,0.0475,-1.5867,0.2138,100.91000366210938,100.91000366210938,0.012277853
2016-08-26 17:00:00,303.71,302.73,1.08,1.76,161.16,-0.053,0.0624,0.0269,-1.7578,0.1424,100.875,100.875,0.013012155999999999
2016-08-26 17:30:00,302.14,301.42,1.2,1.92,80.96,-0.0463,0.022,0.0351,1.6647,0.2976,100.83999633789062,100.83999633789062,0.013397374
2016-08-26 18:00:00,300.68,300.2,0.7,1.22,18.8,-0.0252,0.0099,0.0159,0.3963,0.2339,100.8000030517578,100.8000030517578,0.013743212
2016-08-26 18:30:00,298.48,298.52,0.36,0.97,-25.31,-0.0074,-0.0042,0.0072,0.6416,0.1732,100.76000213623048,100.76000213623048,0.014187713000000001
2016-08-26 19:00:00,296.28,297.02,0.0,0.26,-49.37,-0.0101,-0.0044,-0.0029,1.3965,0.2868,100.75,100.75,0.0151096525
2016-08-26 19:30:00,293.59,295.59,0.16,0.37,-54.98,-0.0027,-0.0031,0.0026,1.5927,0.3026,100.73999786376952,100.73999786376952,0.015737967500000002
2016-08-26 20:00:00,291.42,293.78,0.03,0.2,-49.55,-0.0057,0.0077,-0.0003,2.2256,0.1545,100.75,100.75,0.015332066
2016-08-26 20:30:00,290.03,291.91,0.13,0.22,-45.92,-0.0018,0.0019,-0.0026,2.2072,0.1528,100.76000213623048,100.76000213623048,0.015026689
2016-08-26 21:00:00,288.87,290.89,0.21,0.45,-46.3,-0.0038,-0.002,0.0007,1.3299,0.2035,100.73999786376952,100.73999786376952,0.0148526125
2016-08-26 21:30:00,288.14,290.51,0.37,0.49,-46.98,-0.003,0.0039,-0.0,2.1131,0.0442,100.72000122070312,100.72000122070312,0.014690953999999999
2016-08-26 22:00:00,287.79,289.94,0.0,0.08,-45.57,-0.0064,-0.011,-0.0007,2.0796,0.1416,100.70999908447266,100.70999908447266,0.014498948000000001
2016-08-26 22:30:00,286.95,289.24,0.12,0.26,-45.29,-0.0013,-0.0007,0.0003,2.0538,0.1395,100.6999969482422,100.6999969482422,0.014298757
2016-08-26 23:00:00,286.33,288.96,0.0,0.06,-45.75,-0.0196,0.012,0.0043,2.0229,0.1369,100.6999969482422,100.6999969482422,0.014256556
2016-08-26 23:30:00,286.38,288.63,0.43,0.58,-46.64,-0.0015,-0.0014,0.0011,1.9873,0.134,100.6999969482422,100.6999969482422,0.014540488
2016-08-27 00:00:00,286.93,288.56,0.11,0.42,-45.53,-0.0062,-0.0039,-0.0002,1.9554,0.1315,100.68000030517578,100.68000030517578,0.014768472
