Date/Time (PST),T_0.4m (K),T_2m (K),u_0.4m (m s-1),u_2m (m s-1),Rn (W m-2),u'w' (m2 s-2),w'T' (K m s-1),w'rho_v' (g m-2 s-1),w'rho_CO2' (micromol m-2 s-1),w'rho_CH4' (microåmol m-2 s-1),Pa (kPa),PPFD (micromol m-2 s-1),rv
2016-08-22 17:00:00,295.45,293.99,0.83,1.47,179.51,-0.0516,0.0815,0.031,-0.9927,0.1157,101.8249969482422,101.8249969482422,0.011095267
2016-08-22 17:30:00,294.99,293.93,0.92,1.58,102.55,-0.0494,0.0557,0.0226,-0.9958,0.1463,101.81999969482422,101.81999969482422,0.011224
2016-08-22 18:00:00,293.99,293.44,1.11,1.7,30.64,-0.035,0.0217,0.0151,-0.0457,0.1044,101.81999969482422,101.81999969482422,0.011291483
2016-08-22 18:30:00,292.44,292.45,1.01,1.72,-26.95,-0.0328,0.0,0.0064,0.226,0.099,101.81999969482422,101.81999969482422,0.011569806
2016-08-22 19:00:00,290.6,291.3,0.26,1.04,-58.28,-0.0084,-0.0069,0.0013,0.5638,0.0968,101.81999969482422,101.81999969482422,0.012025672000000001
2016-08-22 19:30:00,288.68,289.6,0.35,0.48,-64.56,-0.0037,0.0044,-0.0021,-1.2217,0.1212,101.81999969482422,101.81999969482422,0.012502111
2016-08-22 20:00:00,286.16,288.44,0.3,0.47,-60.77,-0.0043,0.0038,0.001,1.7604,0.1172,101.8499984741211,101.8499984741211,0.012547664
2016-08-22 20:30:00,284.57,287.08,0.12,0.22,-57.41,-0.0025,0.0036,0.0009,0.1857,0.0669,101.87999725341795,101.87999725341795,0.012177582
2016-08-22 21:00:00,283.32,285.76,0.01,0.19,-53.61,-0.006,0.0084,0.0022,1.7075,0.1136,101.90499877929688,101.90499877929688,0.011932345
2016-08-22 21:30:00,282.91,285.43,0.4,0.56,-51.3,-0.0017,-0.0058,-0.0018,1.6681,0.1111,101.93000030517578,101.93000030517578,0.012189917
2016-08-22 22:00:00,282.75,285.6,0.0,0.07,-52.1,-0.021,-0.0048,0.0005,1.6257,0.1084,101.94499969482422,101.94499969482422,0.012126542
2016-08-22 22:30:00,282.21,284.21,0.0,0.17,-49.23,-0.0048,0.0026,0.0038,1.601,0.1069,101.95999908447266,101.95999908447266,0.011164535000000001
2016-08-22 23:00:00,281.49,283.36,0.0,0.07,-44.1,-0.0061,-0.0007,0.0028,1.5708,0.1051,101.96499633789062,101.96499633789062,0.010828037
2016-08-22 23:30:00,281.07,283.21,0.15,0.19,-37.72,-0.0005,0.0004,0.0001,1.5316,0.1028,101.97000122070312,101.97000122070312,0.010705542
2016-08-23 00:00:00,281.0,282.91,0.0,0.12,-31.09,-0.0077,0.0039,0.0035,1.4983,0.1009,101.9800033569336,101.9800033569336,0.010563031
