Date/Time (PST),T_0.4m (K),T_2m (K),u_0.4m (m s-1),u_2m (m s-1),Rn (W m-2),u'w' (m2 s-2),w'T' (K m s-1),w'rho_v' (g m-2 s-1),w'rho_CO2' (micromol m-2 s-1),w'rho_CH4' (microåmol m-2 s-1),Pa (kPa),PPFD (micromol m-2 s-1),rv
2016-08-30 18:30:00,290.44,290.99,1.25,2.25,-48.72,-0.0515,-0.0115,0.0017,1.0328,0.0871,101.33000183105467,101.33000183105467,0.013543615000000002
2016-08-30 19:00:00,288.97,290.01,0.37,1.23,-58.87,-0.0087,-0.0085,-0.0008,0.5202,0.0267,101.3499984741211,101.3499984741211,0.013707007000000002
2016-08-30 19:30:00,287.88,289.57,0.61,0.76,-50.5,-0.0026,0.0009,0.0002,-1.1522,0.1125,101.37000274658205,101.37000274658205,0.013828004
2016-08-30 20:00:00,287.4,289.48,0.16,0.94,-28.36,-0.0026,-0.0029,0.0,1.1689,0.1112,101.38999938964844,101.38999938964844,0.013823065
2016-08-30 20:30:00,288.85,290.14,0.37,1.08,-8.99,-0.0085,-0.0058,-0.0003,1.6273,0.0678,101.41000366210938,101.41000366210938,0.013695164000000001
2016-08-30 21:00:00,289.69,290.72,0.3,1.01,-8.83,-0.0045,-0.004,-0.0002,0.5281,0.0294,101.41000366210938,101.41000366210938,0.01361032
2016-08-30 21:30:00,289.84,290.84,0.1,0.92,-9.17,-0.0033,-0.0039,-0.0002,0.6519,0.0549,101.41000366210938,101.41000366210938,0.013626075
2016-08-30 22:00:00,289.6,290.67,0.3,1.01,-10.6,-0.0032,-0.0031,-0.0002,1.3829,0.0419,101.41000366210938,101.41000366210938,0.013844697999999999
2016-08-30 22:30:00,289.56,290.63,0.65,1.32,-11.73,-0.0121,-0.0056,0.0003,1.3336,0.0732,101.41000366210938,101.41000366210938,0.013853005
2016-08-30 23:00:00,289.62,290.71,0.68,1.45,-11.86,-0.0151,-0.0086,0.0003,2.0492,0.079,101.40499877929688,101.40499877929688,0.013654589
2016-08-30 23:30:00,289.82,290.76,0.45,1.11,-9.92,-0.0084,-0.0049,-0.0002,1.3422,0.056,101.4000015258789,101.4000015258789,0.013795184
2016-08-31 00:00:00,289.66,290.76,0.43,1.17,-11.63,-0.0067,-0.0056,-0.0001,1.8498,0.0587,101.38999938964844,101.38999938964844,0.013918403
